"","FG.fine","FG","Species","Family","state","Location","biom","ID","biom94","biom.change","bodysize","coralmassives","coralencrusting","coralbranching","macroalgae","complexity","Management"
"882","Herbivore Scraper","Herbivore","Scarus psittacus","Scaridae","Recovering","Mahe NW Carbonate",24.615319528,"Mahe NW Carbonate Scarus psittacus",0,13.9962212544,16.3675958188153,4.875,0.875,32,0,2.3125,"Protected"
"884","Herbivore Scraper","Herbivore","Scarus scaber","Scaridae","Recovering","Mahe NW Carbonate",52.111070241,"Mahe NW Carbonate Scarus scaber",23.0509367533333,18.1217912318107,27.68,4.875,0.875,32,0,2.3125,"Protected"
"887","Invertivore & Piscivore","Mixed-diet Feeder","Aethaloperca rogaa","Serranidae","Recovering","Mahe NW Carbonate",0,"Mahe NW Carbonate Aethaloperca rogaa",15.1518158966667,6.40144490172612,23.3818181818182,4.875,0.875,32,0,2.3125,"Protected"
"888","Piscivore","Piscivore","Anyperodon leucogrammicus","Serranidae","Recovering","Mahe NW Carbonate",14.905150633,"Mahe NW Carbonate Anyperodon leucogrammicus",48.43381747,-40.3587371716,26.3823529411765,4.875,0.875,32,0,2.3125,"Protected"
"889","Piscivore","Piscivore","Cephalopholis argus","Serranidae","Recovering","Mahe NW Carbonate",0,"Mahe NW Carbonate Cephalopholis argus",21.1482858422,15.3956709183208,30.2831050228311,4.875,0.875,32,0,2.3125,"Protected"
"891","Piscivore","Piscivore","Cephalopholis miniata","Serranidae","Recovering","Mahe NW Carbonate",4.671901125,"Mahe NW Carbonate Cephalopholis miniata",0,6.87197865386667,22.5806451612903,4.875,0.875,32,0,2.3125,"Protected"
"892","Piscivore","Piscivore","Cephalopholis urodeta","Serranidae","Recovering","Mahe NW Carbonate",8.85205126,"Mahe NW Carbonate Cephalopholis urodeta",14.9352449613333,-9.33528015895386,18.1190476190476,4.875,0.875,32,0,2.3125,"Protected"
"894","Invertivore & Piscivore","Mixed-diet Feeder","Epinephelus fasciatus","Serranidae","Recovering","Mahe NW Carbonate",5.158115664,"Mahe NW Carbonate Epinephelus fasciatus",6.424312761,-1.1613424533,16.7761194029851,4.875,0.875,32,0,2.3125,"Protected"
"900","Herbivore Grazer","Herbivore","Siganus puelloides","Siganidae","Recovering","Mahe NW Carbonate",0,"Mahe NW Carbonate Siganus puelloides",24.385682765,-8.71234273192607,24.8965517241379,4.875,0.875,32,0,2.3125,"Protected"
"903","Invertivore","Invertivore","Zanclus cornutus","Zanclidae","Recovering","Mahe NW Carbonate",3.806246094,"Mahe NW Carbonate Zanclus cornutus",5.991945805,-3.50654004111385,13.9429347826087,4.875,0.875,32,0,2.3125,"Protected"
"904","Herbivore Grazer","Herbivore","Acanthurus leucosternon","Acanthuridae","Recovering","Mahe NW Granite",4.3349974445,"Mahe NW Granite Acanthurus leucosternon",15.47008878,-9.86867582369005,16.0612244897959,1,16.125,6.5,0,3.6875,"Fished"
"905","Herbivore Grazer","Herbivore","Acanthurus lineatus","Acanthuridae","Recovering","Mahe NW Granite",36.7698955032,"Mahe NW Granite Acanthurus lineatus",6.778375532,24.9066878437751,22.5407407407407,1,16.125,6.5,0,3.6875,"Fished"
"906","Herbivore Grazer","Herbivore","Acanthurus nigrofuscus","Acanthuridae","Recovering","Mahe NW Granite",5.1249420924,"Mahe NW Granite Acanthurus nigrofuscus",0,8.49365511018498,13.7090301003344,1,16.125,6.5,0,3.6875,"Fished"
"908","Herbivore Grazer","Herbivore","Acanthurus triostegus","Acanthuridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Acanthurus triostegus",18.5903058815,-16.5337006881,14.3242630385488,1,16.125,6.5,0,3.6875,"Fished"
"910","Herbivore Grazer","Herbivore","Ctenochaetus striatus","Acanthuridae","Recovering","Mahe NW Granite",15.303527862375,"Mahe NW Granite Ctenochaetus striatus",11.6322886735,2.95611392069495,16.3412042502952,1,16.125,6.5,0,3.6875,"Fished"
"911","Herbivore Grazer","Herbivore","Ctenochaetus truncatus","Acanthuridae","Recovering","Mahe NW Granite",12.1550664275,"Mahe NW Granite Ctenochaetus truncatus",0,10.4084719818524,14.8716707021792,1,16.125,6.5,0,3.6875,"Fished"
"912","Herbivore Browser","Herbivore","Naso elegans","Acanthuridae","Recovering","Mahe NW Granite",91.86166021,"Mahe NW Granite Naso elegans",0,69.630396719743,30.6751269035533,1,16.125,6.5,0,3.6875,"Fished"
"916","Invertivore","Invertivore","Sufflamen chrysopterum","Balistidae","Recovering","Mahe NW Granite",5.062734196,"Mahe NW Granite Sufflamen chrysopterum",0,6.58896623118529,14.8461538461538,1,16.125,6.5,0,3.6875,"Fished"
"917","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon auriga","Chaetodontidae","Recovering","Mahe NW Granite",3.116239735,"Mahe NW Granite Chaetodon auriga",0,2.825354912,12.5583941605839,1,16.125,6.5,0,3.6875,"Fished"
"921","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon lunula","Chaetodontidae","Recovering","Mahe NW Granite",4.4299491475,"Mahe NW Granite Chaetodon lunula",0,7.41472414089785,13.7194244604317,1,16.125,6.5,0,3.6875,"Fished"
"922","Corallivore","Corallivore","Chaetodon melannotus","Chaetodontidae","Recovering","Mahe NW Granite",3.505307028,"Mahe NW Granite Chaetodon melannotus",0,0.7010614056,11.1739130434783,1,16.125,6.5,0,3.6875,"Fished"
"924","Corallivore","Corallivore","Chaetodon trifascialis","Chaetodontidae","Recovering","Mahe NW Granite",2.7256899485,"Mahe NW Granite Chaetodon trifascialis",2.264962031,-0.26742751701906,10.7625,1,16.125,6.5,0,3.6875,"Fished"
"925","Corallivore","Corallivore","Chaetodon trifasciatus","Chaetodontidae","Recovering","Mahe NW Granite",6.676448972,"Mahe NW Granite Chaetodon trifasciatus",3.939081876,2.70984767494195,11.175,1,16.125,6.5,0,3.6875,"Fished"
"926","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon xanthocephalus","Chaetodontidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Chaetodon xanthocephalus",16.003581478,-10.7761256688682,15.453125,1,16.125,6.5,0,3.6875,"Fished"
"927","Corallivore","Corallivore","Chaetodon zanzibarensis","Chaetodontidae","Recovering","Mahe NW Granite",4.381633785,"Mahe NW Granite Chaetodon zanzibarensis",5.501013669,-1.66331005369651,11.0076335877863,1,16.125,6.5,0,3.6875,"Fished"
"930","Invertivore","Invertivore","Plectorhinchus orientalis","Haemulidae","Recovering","Mahe NW Granite",43.52737963,"Mahe NW Granite Plectorhinchus orientalis",0,8.705475926,32.1014492753623,1,16.125,6.5,0,3.6875,"Fished"
"932","Invertivore","Invertivore","Anampses meleagrides","Labridae","Recovering","Mahe NW Granite",1.364185226,"Mahe NW Granite Anampses meleagrides",2.108859837,-1.01955793386046,11.1612903225806,1,16.125,6.5,0,3.6875,"Fished"
"933","Invertivore","Invertivore","Bodianus axillaris","Labridae","Recovering","Mahe NW Granite",5.00183210775,"Mahe NW Granite Bodianus axillaris",4.6169107635,-0.390895749421913,13.8814432989691,1,16.125,6.5,0,3.6875,"Fished"
"934","Invertivore","Invertivore","Cheilinus fasciatus","Labridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Cheilinus fasciatus",10.03539541,-10.03539541,21.3333333333333,1,16.125,6.5,0,3.6875,"Fished"
"935","Invertivore","Invertivore","Cheilinus trilobatus","Labridae","Recovering","Mahe NW Granite",26.438796297,"Mahe NW Granite Cheilinus trilobatus",16.831008838,9.97288491321435,19.4168618266979,1,16.125,6.5,0,3.6875,"Fished"
"936","Invertivore","Invertivore","Coris formosa","Labridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Coris formosa",1.930750839,21.6119697643333,29.0544217687075,1,16.125,6.5,0,3.6875,"Fished"
"938","Invertivore","Invertivore","Gomphosus caeruleus","Labridae","Recovering","Mahe NW Granite",3.81143932866667,"Mahe NW Granite Gomphosus caeruleus",3.155087592,0.842631067005657,12.862426035503,1,16.125,6.5,0,3.6875,"Fished"
"940","Invertivore","Invertivore","Halichoeres hortulanus","Labridae","Recovering","Mahe NW Granite",5.9055578455,"Mahe NW Granite Halichoeres hortulanus",2.305258661,2.68418059595738,13.689552238806,1,16.125,6.5,0,3.6875,"Fished"
"941","Invertivore","Invertivore","Halichoeres marginatus","Labridae","Recovering","Mahe NW Granite",1.2074176075,"Mahe NW Granite Halichoeres marginatus",6.3780141668,-3.70372499678007,11.6423841059603,1,16.125,6.5,0,3.6875,"Fished"
"942","Invertivore","Invertivore","Halichoeres scapularis","Labridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Halichoeres scapularis",1.6278140215,-1.6278140215,12.46,1,16.125,6.5,0,3.6875,"Fished"
"943","Invertivore","Invertivore","Hemigymnus fasciatus","Labridae","Recovering","Mahe NW Granite",20.843910096,"Mahe NW Granite Hemigymnus fasciatus",33.438931005,-8.18868164524873,19.3065843621399,1,16.125,6.5,0,3.6875,"Fished"
"944","Invertivore","Invertivore","Hemigymnus melapterus","Labridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Hemigymnus melapterus",40.5713710033333,16.98514328355,25.0253164556962,1,16.125,6.5,0,3.6875,"Fished"
"945","Corallivore","Corallivore","Labrichthys unilineatus","Labridae","Recovering","Mahe NW Granite",3.125309377,"Mahe NW Granite Labrichthys unilineatus",0,0.95896244988667,10.7175792507205,1,16.125,6.5,0,3.6875,"Fished"
"946","Invertivore","Invertivore","Labroides bicolor","Labridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Labroides bicolor",0.453305127,0.567178653490195,11.5222222222222,1,16.125,6.5,0,3.6875,"Fished"
"947","Invertivore","Invertivore","Labroides dimidiatus","Labridae","Recovering","Mahe NW Granite",0.767702650333333,"Mahe NW Granite Labroides dimidiatus",0.453305127,0.300453094925909,9.53145695364238,1,16.125,6.5,0,3.6875,"Fished"
"948","Invertivore","Invertivore","Macropharyngodon bipartitus","Labridae","Recovering","Mahe NW Granite",0.943399045,"Mahe NW Granite Macropharyngodon bipartitus",0.876099241,-0.187397908330607,9.07831325301205,1,16.125,6.5,0,3.6875,"Fished"
"949","Invertivore","Invertivore","Novaculichthys taeniourus","Labridae","Recovering","Mahe NW Granite",12.35566012,"Mahe NW Granite Novaculichthys taeniourus",0,3.8328193538,23.9090909090909,1,16.125,6.5,0,3.6875,"Fished"
"951","Invertivore","Invertivore","Stethojulis albovittata","Labridae","Recovering","Mahe NW Granite",1.331157089,"Mahe NW Granite Stethojulis albovittata",3.8350663716,-1.88123987004336,10.7903780068729,1,16.125,6.5,0,3.6875,"Fished"
"953","Invertivore","Invertivore","Thalassoma hebraicum","Labridae","Recovering","Mahe NW Granite",3.42189584033333,"Mahe NW Granite Thalassoma hebraicum",3.34226905666667,0.162120777588242,13.2161785216179,1,16.125,6.5,0,3.6875,"Fished"
"956","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus harak","Lethrinidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Lethrinus harak",42.782607,14.949221936852,31.4645390070922,1,16.125,6.5,0,3.6875,"Fished"
"960","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus obsoletus","Lethrinidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Lethrinus obsoletus",29.18256455,-29.18256455,21.3136531365314,1,16.125,6.5,0,3.6875,"Fished"
"966","Piscivore","Piscivore","Lutjanus bohar","Lutjanidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Lutjanus bohar",0.869418716,1.406037712,26.3741935483871,1,16.125,6.5,0,3.6875,"Fished"
"967","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus fulviflamma","Lutjanidae","Recovering","Mahe NW Granite",31.2127057841429,"Mahe NW Granite Lutjanus fulviflamma",0,14.5265543871167,20.7901785714286,1,16.125,6.5,0,3.6875,"Fished"
"971","Invertivore & Piscivore","Mixed-diet Feeder","Macolor niger","Lutjanidae","Recovering","Mahe NW Granite",48.79763312,"Mahe NW Granite Macolor niger",0,27.5596082641219,26.6122448979592,1,16.125,6.5,0,3.6875,"Fished"
"972","Invertivore","Invertivore","Cantherhines pardalis","Monacanthidae","Recovering","Mahe NW Granite",2.320964953,"Mahe NW Granite Cantherhines pardalis",4.922007793,-1.22424055601974,14.0642857142857,1,16.125,6.5,0,3.6875,"Fished"
"973","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Recovering","Mahe NW Granite",1.317101349,"Mahe NW Granite Oxymonacanthus longirostris",1.19062189,-0.322701264080429,8.18724696356275,1,16.125,6.5,0,3.6875,"Fished"
"974","Invertivore & Piscivore","Mixed-diet Feeder","Mulloidichthys flavolineatus","Mullidae","Recovering","Mahe NW Granite",42.21088528,"Mahe NW Granite Mulloidichthys flavolineatus",21.10544264,-11.5378758058,19.421686746988,1,16.125,6.5,0,3.6875,"Fished"
"975","Invertivore","Invertivore","Parupeneus barberinus","Mullidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Parupeneus barberinus",96.104442597,-89.1658079069,21.1598513011152,1,16.125,6.5,0,3.6875,"Fished"
"976","Invertivore & Piscivore","Mixed-diet Feeder","Parupeneus ciliatus","Mullidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Parupeneus ciliatus",45.02720171,-35.5663328812,22.0284360189573,1,16.125,6.5,0,3.6875,"Fished"
"977","Invertivore & Piscivore","Mixed-diet Feeder","Parupeneus cyclostomus","Mullidae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Parupeneus cyclostomus",1.77200853,-1.22758169446345,17.8979591836735,1,16.125,6.5,0,3.6875,"Fished"
"978","Invertivore","Invertivore","Parupeneus macronemus","Mullidae","Recovering","Mahe NW Granite",12.8259191685,"Mahe NW Granite Parupeneus macronemus",22.3630587104,-16.7579502701238,14.3498402555911,1,16.125,6.5,0,3.6875,"Fished"
"981","Invertivore","Invertivore","Scolopsis frenatus","Nemipteridae","Recovering","Mahe NW Granite",12.27111098,"Mahe NW Granite Scolopsis frenatus",28.18881005025,-6.78445059741237,19.7291910902696,1,16.125,6.5,0,3.6875,"Fished"
"983","Invertivore","Invertivore","Centropyge multispinis","Pomacanthidae","Recovering","Mahe NW Granite",2.0614765415,"Mahe NW Granite Centropyge multispinis",8.12969228925,-2.117213740438,10.9078341013825,1,16.125,6.5,0,3.6875,"Fished"
"984","Invertivore","Invertivore","Pomacanthus imperator","Pomacanthidae","Recovering","Mahe NW Granite",4.919797601,"Mahe NW Granite Pomacanthus imperator",38.54797683,-24.0974459559529,22.2255639097744,1,16.125,6.5,0,3.6875,"Fished"
"985","Invertivore","Invertivore","Pomacanthus semicirculatus","Pomacanthidae","Recovering","Mahe NW Granite",16.3687571938,"Mahe NW Granite Pomacanthus semicirculatus",0,16.7724767680637,19.8024691358025,1,16.125,6.5,0,3.6875,"Fished"
"986","Planktivore","Planktivore","Amblyglyphidodon leucogaster","Pomacentridae","Recovering","Mahe NW Granite",2.4319420992,"Mahe NW Granite Amblyglyphidodon leucogaster",2.43588914,-0.459562625971214,8.91766109785203,1,16.125,6.5,0,3.6875,"Fished"
"987","Planktivore","Planktivore","Chromis atripectoralis","Pomacentridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Chromis atripectoralis",23.1803009826667,-23.1803009826667,8.23706896551724,1,16.125,6.5,0,3.6875,"Fished"
"989","Planktivore","Planktivore","Chromis weberi","Pomacentridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Chromis weberi",33.0282452166667,-10.9188279989431,8.47293640054127,1,16.125,6.5,0,3.6875,"Fished"
"990","Planktivore","Planktivore","Dascyllus trimaculatus","Pomacentridae","Recovering","Mahe NW Granite",7.765138536,"Mahe NW Granite Dascyllus trimaculatus",17.7161920153333,-12.8812289276607,9.52482269503546,1,16.125,6.5,0,3.6875,"Fished"
"991","Invertivore","Invertivore","Neoglyphidodon melas","Pomacentridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Neoglyphidodon melas",5.221109299,-5.221109299,13.04,1,16.125,6.5,0,3.6875,"Fished"
"994","Herbivore Grazer","Herbivore","Plectroglyphidodon lacrymatus","Pomacentridae","Recovering","Mahe NW Granite",2.55563821,"Mahe NW Granite Plectroglyphidodon lacrymatus",18.9161872493333,-15.9681067515333,8.49693852559393,1,16.125,6.5,0,3.6875,"Fished"
"1000","Herbivore Excavator","Herbivore","Chlorurus sordidus","Scaridae","Recovering","Mahe NW Granite",69.1052596941429,"Mahe NW Granite Chlorurus sordidus",56.2128320103333,30.111784979916,17.2966126656848,1,16.125,6.5,0,3.6875,"Fished"
"1001","Herbivore Excavator","Herbivore","Chlorurus strongylocephalus","Scaridae","Recovering","Mahe NW Granite",222.547169,"Mahe NW Granite Chlorurus strongylocephalus",134.502902895,-35.3514895995048,33.1374045801527,1,16.125,6.5,0,3.6875,"Fished"
"1006","Herbivore Scraper","Herbivore","Scarus frenatus","Scaridae","Recovering","Mahe NW Granite",35.7138613783333,"Mahe NW Granite Scarus frenatus",38.82504198,44.3230097247414,27.3355263157895,1,16.125,6.5,0,3.6875,"Fished"
"1007","Herbivore Scraper","Herbivore","Scarus ghobban","Scaridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Scarus ghobban",9.3754458885,44.4819992004,23.1445497630332,1,16.125,6.5,0,3.6875,"Fished"
"1009","Herbivore Scraper","Herbivore","Scarus niger","Scaridae","Recovering","Mahe NW Granite",41.8234334414286,"Mahe NW Granite Scarus niger",57.8435904166667,-0.468642096371539,24.9366028708134,1,16.125,6.5,0,3.6875,"Fished"
"1010","Herbivore Scraper","Herbivore","Scarus prasiognathos","Scaridae","Recovering","Mahe NW Granite",86.8804532933333,"Mahe NW Granite Scarus prasiognathos",10.59446299,145.515501022108,14.5881962864721,1,16.125,6.5,0,3.6875,"Fished"
"1011","Herbivore Scraper","Herbivore","Scarus psittacus","Scaridae","Recovering","Mahe NW Granite",4.221407974,"Mahe NW Granite Scarus psittacus",29.81482545,-9.62013519760407,16.3675958188153,1,16.125,6.5,0,3.6875,"Fished"
"1012","Herbivore Scraper","Herbivore","Scarus rubroviolaceus","Scaridae","Recovering","Mahe NW Granite",47.1707279868333,"Mahe NW Granite Scarus rubroviolaceus",0,117.388512147235,27.3267882187938,1,16.125,6.5,0,3.6875,"Fished"
"1013","Herbivore Scraper","Herbivore","Scarus scaber","Scaridae","Recovering","Mahe NW Granite",0,"Mahe NW Granite Scarus scaber",19.9194663,-19.9194663,27.68,1,16.125,6.5,0,3.6875,"Fished"
"1015","Herbivore Scraper","Herbivore","Scarus viridifucatus","Scaridae","Recovering","Mahe NW Granite",8.063025953,"Mahe NW Granite Scarus viridifucatus",0,8.82205463500895,25.4705882352941,1,16.125,6.5,0,3.6875,"Fished"
"1016","Invertivore & Piscivore","Mixed-diet Feeder","Aethaloperca rogaa","Serranidae","Recovering","Mahe NW Granite",4.54503466,"Mahe NW Granite Aethaloperca rogaa",0,1.9953187418,23.3818181818182,1,16.125,6.5,0,3.6875,"Fished"
"1017","Piscivore","Piscivore","Anyperodon leucogrammicus","Serranidae","Recovering","Mahe NW Granite",4.442545159,"Mahe NW Granite Anyperodon leucogrammicus",15.29905347,-5.17326464326724,26.3823529411765,1,16.125,6.5,0,3.6875,"Fished"
"1018","Piscivore","Piscivore","Cephalopholis argus","Serranidae","Recovering","Mahe NW Granite",22.78507986,"Mahe NW Granite Cephalopholis argus",70.052567495,-47.9853540883575,30.2831050228311,1,16.125,6.5,0,3.6875,"Fished"
"1021","Piscivore","Piscivore","Cephalopholis urodeta","Serranidae","Recovering","Mahe NW Granite",6.052018753,"Mahe NW Granite Cephalopholis urodeta",0,4.19474859224888,18.1190476190476,1,16.125,6.5,0,3.6875,"Fished"
"1022","Piscivore","Piscivore","Epinephelus coeruleopunctatus","Serranidae","Recovering","Mahe NW Granite",46.25993524,"Mahe NW Granite Epinephelus coeruleopunctatus",0,13.2610059951696,31.3846153846154,1,16.125,6.5,0,3.6875,"Fished"
"1023","Invertivore & Piscivore","Mixed-diet Feeder","Epinephelus fasciatus","Serranidae","Recovering","Mahe NW Granite",9.473586843,"Mahe NW Granite Epinephelus fasciatus",6.99096170933333,-2.91670055185333,16.7761194029851,1,16.125,6.5,0,3.6875,"Fished"
"1029","Herbivore Grazer","Herbivore","Siganus puelloides","Siganidae","Recovering","Mahe NW Granite",32.343966755,"Mahe NW Granite Siganus puelloides",44.77201518,-17.0028532065682,24.8965517241379,1,16.125,6.5,0,3.6875,"Fished"
"1032","Invertivore","Invertivore","Zanclus cornutus","Zanclidae","Recovering","Mahe NW Granite",5.705420918,"Mahe NW Granite Zanclus cornutus",0,8.88677469702303,13.9429347826087,1,16.125,6.5,0,3.6875,"Fished"
